token,offset,surprisal,openai_engine,model,id,created,string_id
 ocean,144,4.440393,davinci,davinci:2020-05-03,cmpl-4A6ZDpFWgn75sI8Wx7T6JBJsf1eDB,1638313871,2_1
",",150,0.838058,davinci,davinci:2020-05-03,cmpl-4A6ZDpFWgn75sI8Wx7T6JBJsf1eDB,1638313871,2_1
 danced,151,2.32067,davinci,davinci:2020-05-03,cmpl-4A6ZDpFWgn75sI8Wx7T6JBJsf1eDB,1638313871,2_1
 all,158,4.445925,davinci,davinci:2020-05-03,cmpl-4A6ZDpFWgn75sI8Wx7T6JBJsf1eDB,1638313871,2_1
 around,162,0.9119374,davinci,davinci:2020-05-03,cmpl-4A6ZDpFWgn75sI8Wx7T6JBJsf1eDB,1638313871,2_1
.,169,1.8052627,davinci,davinci:2020-05-03,cmpl-4A6ZDpFWgn75sI8Wx7T6JBJsf1eDB,1638313871,2_1
One,0,,davinci,davinci:2020-05-03,cmpl-4A6ZEVc0sOCC5kYsed28T7vt4OK8J,1638313872,2_2
 of,3,1.1333338,davinci,davinci:2020-05-03,cmpl-4A6ZEVc0sOCC5kYsed28T7vt4OK8J,1638313872,2_2
 these,6,4.205015,davinci,davinci:2020-05-03,cmpl-4A6ZEVc0sOCC5kYsed28T7vt4OK8J,1638313872,2_2
 was,12,3.24418,davinci,davinci:2020-05-03,cmpl-4A6ZEVc0sOCC5kYsed28T7vt4OK8J,1638313872,2_2
 a,16,2.0347567,davinci,davinci:2020-05-03,cmpl-4A6ZEVc0sOCC5kYsed28T7vt4OK8J,1638313872,2_2
 merry,18,10.416435,davinci,davinci:2020-05-03,cmpl-4A6ZEVc0sOCC5kYsed28T7vt4OK8J,1638313872,2_2
 little,24,2.188875,davinci,davinci:2020-05-03,cmpl-4A6ZEVc0sOCC5kYsed28T7vt4OK8J,1638313872,2_2
 fellow,31,2.7188456,davinci,davinci:2020-05-03,cmpl-4A6ZEVc0sOCC5kYsed28T7vt4OK8J,1638313872,2_2
 named,38,1.9370201,davinci,davinci:2020-05-03,cmpl-4A6ZEVc0sOCC5kYsed28T7vt4OK8J,1638313872,2_2
 Aqua,44,11.416124,davinci,davinci:2020-05-03,cmpl-4A6ZEVc0sOCC5kYsed28T7vt4OK8J,1638313872,2_2
",",49,1.7063498,davinci,davinci:2020-05-03,cmpl-4A6ZEVc0sOCC5kYsed28T7vt4OK8J,1638313872,2_2
 who,50,0.65716124,davinci,davinci:2020-05-03,cmpl-4A6ZEVc0sOCC5kYsed28T7vt4OK8J,1638313872,2_2
 danced,54,5.9758534,davinci,davinci:2020-05-03,cmpl-4A6ZEVc0sOCC5kYsed28T7vt4OK8J,1638313872,2_2
 on,61,3.3596091,davinci,davinci:2020-05-03,cmpl-4A6ZEVc0sOCC5kYsed28T7vt4OK8J,1638313872,2_2
 the,64,0.40674812,davinci,davinci:2020-05-03,cmpl-4A6ZEVc0sOCC5kYsed28T7vt4OK8J,1638313872,2_2
 silver,68,8.000569,davinci,davinci:2020-05-03,cmpl-4A6ZEVc0sOCC5kYsed28T7vt4OK8J,1638313872,2_2
 backs,75,7.841332,davinci,davinci:2020-05-03,cmpl-4A6ZEVc0sOCC5kYsed28T7vt4OK8J,1638313872,2_2
 of,81,0.04809994,davinci,davinci:2020-05-03,cmpl-4A6ZEVc0sOCC5kYsed28T7vt4OK8J,1638313872,2_2
 the,84,0.4167363,davinci,davinci:2020-05-03,cmpl-4A6ZEVc0sOCC5kYsed28T7vt4OK8J,1638313872,2_2
 fishes,88,1.9693846,davinci,davinci:2020-05-03,cmpl-4A6ZEVc0sOCC5kYsed28T7vt4OK8J,1638313872,2_2
 as,95,2.9265244,davinci,davinci:2020-05-03,cmpl-4A6ZEVc0sOCC5kYsed28T7vt4OK8J,1638313872,2_2
 they,98,0.33779678,davinci,davinci:2020-05-03,cmpl-4A6ZEVc0sOCC5kYsed28T7vt4OK8J,1638313872,2_2
 plunged,103,4.9673586,davinci,davinci:2020-05-03,cmpl-4A6ZEVc0sOCC5kYsed28T7vt4OK8J,1638313872,2_2
 up,111,3.300745,davinci,davinci:2020-05-03,cmpl-4A6ZEVc0sOCC5kYsed28T7vt4OK8J,1638313872,2_2
 and,114,0.32020584,davinci,davinci:2020-05-03,cmpl-4A6ZEVc0sOCC5kYsed28T7vt4OK8J,1638313872,2_2
 down,118,0.013172971,davinci,davinci:2020-05-03,cmpl-4A6ZEVc0sOCC5kYsed28T7vt4OK8J,1638313872,2_2
 in,123,0.88175416,davinci,davinci:2020-05-03,cmpl-4A6ZEVc0sOCC5kYsed28T7vt4OK8J,1638313872,2_2
 the,126,0.22412488,davinci,davinci:2020-05-03,cmpl-4A6ZEVc0sOCC5kYsed28T7vt4OK8J,1638313872,2_2
 waves,130,2.0333226,davinci,davinci:2020-05-03,cmpl-4A6ZEVc0sOCC5kYsed28T7vt4OK8J,1638313872,2_2
",",136,1.5268917,davinci,davinci:2020-05-03,cmpl-4A6ZEVc0sOCC5kYsed28T7vt4OK8J,1638313872,2_2
 and,137,0.796083,davinci,davinci:2020-05-03,cmpl-4A6ZEVc0sOCC5kYsed28T7vt4OK8J,1638313872,2_2
",",141,4.667471,davinci,davinci:2020-05-03,cmpl-4A6ZEVc0sOCC5kYsed28T7vt4OK8J,1638313872,2_2
 no,142,6.5966535,davinci,davinci:2020-05-03,cmpl-4A6ZEVc0sOCC5kYsed28T7vt4OK8J,1638313872,2_2
 matter,145,1.0661247,davinci,davinci:2020-05-03,cmpl-4A6ZEVc0sOCC5kYsed28T7vt4OK8J,1638313872,2_2
 how,152,0.1467533,davinci,davinci:2020-05-03,cmpl-4A6ZEVc0sOCC5kYsed28T7vt4OK8J,1638313872,2_2
 high,156,2.9161274,davinci,davinci:2020-05-03,cmpl-4A6ZEVc0sOCC5kYsed28T7vt4OK8J,1638313872,2_2
 he,161,2.8913476,davinci,davinci:2020-05-03,cmpl-4A6ZEVc0sOCC5kYsed28T7vt4OK8J,1638313872,2_2
 sprung,164,4.135036,davinci,davinci:2020-05-03,cmpl-4A6ZEVc0sOCC5kYsed28T7vt4OK8J,1638313872,2_2
",",171,0.6904516,davinci,davinci:2020-05-03,cmpl-4A6ZEVc0sOCC5kYsed28T7vt4OK8J,1638313872,2_2
 he,172,0.89154434,davinci,davinci:2020-05-03,cmpl-4A6ZEVc0sOCC5kYsed28T7vt4OK8J,1638313872,2_2
 always,175,2.2797775,davinci,davinci:2020-05-03,cmpl-4A6ZEVc0sOCC5kYsed28T7vt4OK8J,1638313872,2_2
 came,182,1.8252004,davinci,davinci:2020-05-03,cmpl-4A6ZEVc0sOCC5kYsed28T7vt4OK8J,1638313872,2_2
 down,187,0.5527604,davinci,davinci:2020-05-03,cmpl-4A6ZEVc0sOCC5kYsed28T7vt4OK8J,1638313872,2_2
 again,192,2.9643056,davinci,davinci:2020-05-03,cmpl-4A6ZEVc0sOCC5kYsed28T7vt4OK8J,1638313872,2_2
 into,198,4.95477,davinci,davinci:2020-05-03,cmpl-4A6ZEVc0sOCC5kYsed28T7vt4OK8J,1638313872,2_2
 his,203,3.4254394,davinci,davinci:2020-05-03,cmpl-4A6ZEVc0sOCC5kYsed28T7vt4OK8J,1638313872,2_2
 mother,207,4.1832786,davinci,davinci:2020-05-03,cmpl-4A6ZEVc0sOCC5kYsed28T7vt4OK8J,1638313872,2_2
's,214,0.2636667,davinci,davinci:2020-05-03,cmpl-4A6ZEVc0sOCC5kYsed28T7vt4OK8J,1638313872,2_2
 lap,216,2.464692,davinci,davinci:2020-05-03,cmpl-4A6ZEVc0sOCC5kYsed28T7vt4OK8J,1638313872,2_2
.,220,0.44264737,davinci,davinci:2020-05-03,cmpl-4A6ZEVc0sOCC5kYsed28T7vt4OK8J,1638313872,2_2
His,0,,davinci,davinci:2020-05-03,cmpl-4A6ZE5IVzf7P1zYyca0m9TCXftRpG,1638313872,2_3
 mother,3,4.505892,davinci,davinci:2020-05-03,cmpl-4A6ZE5IVzf7P1zYyca0m9TCXftRpG,1638313872,2_3
",",10,1.8766277,davinci,davinci:2020-05-03,cmpl-4A6ZE5IVzf7P1zYyca0m9TCXftRpG,1638313872,2_3
 you,11,8.42541,davinci,davinci:2020-05-03,cmpl-4A6ZE5IVzf7P1zYyca0m9TCXftRpG,1638313872,2_3
 know,15,1.2961407,davinci,davinci:2020-05-03,cmpl-4A6ZE5IVzf7P1zYyca0m9TCXftRpG,1638313872,2_3
",",20,0.55467147,davinci,davinci:2020-05-03,cmpl-4A6ZE5IVzf7P1zYyca0m9TCXftRpG,1638313872,2_3
 was,21,1.5647645,davinci,davinci:2020-05-03,cmpl-4A6ZE5IVzf7P1zYyca0m9TCXftRpG,1638313872,2_3
 the,25,2.9606347,davinci,davinci:2020-05-03,cmpl-4A6ZE5IVzf7P1zYyca0m9TCXftRpG,1638313872,2_3
 ocean,29,11.5075865,davinci,davinci:2020-05-03,cmpl-4A6ZE5IVzf7P1zYyca0m9TCXftRpG,1638313872,2_3
",",35,1.688133,davinci,davinci:2020-05-03,cmpl-4A6ZE5IVzf7P1zYyca0m9TCXftRpG,1638313872,2_3
 and,36,0.8841647,davinci,davinci:2020-05-03,cmpl-4A6ZE5IVzf7P1zYyca0m9TCXftRpG,1638313872,2_3
 very,40,8.476317,davinci,davinci:2020-05-03,cmpl-4A6ZE5IVzf7P1zYyca0m9TCXftRpG,1638313872,2_3
 beautiful,45,2.2207556,davinci,davinci:2020-05-03,cmpl-4A6ZE5IVzf7P1zYyca0m9TCXftRpG,1638313872,2_3
 she,55,3.4185274,davinci,davinci:2020-05-03,cmpl-4A6ZE5IVzf7P1zYyca0m9TCXftRpG,1638313872,2_3
 looked,59,5.049335,davinci,davinci:2020-05-03,cmpl-4A6ZE5IVzf7P1zYyca0m9TCXftRpG,1638313872,2_3
 that,66,4.9913163,davinci,davinci:2020-05-03,cmpl-4A6ZE5IVzf7P1zYyca0m9TCXftRpG,1638313872,2_3
 summer,71,4.9249573,davinci,davinci:2020-05-03,cmpl-4A6ZE5IVzf7P1zYyca0m9TCXftRpG,1638313872,2_3
 day,78,1.8784773,davinci,davinci:2020-05-03,cmpl-4A6ZE5IVzf7P1zYyca0m9TCXftRpG,1638313872,2_3
 in,82,3.307248,davinci,davinci:2020-05-03,cmpl-4A6ZE5IVzf7P1zYyca0m9TCXftRpG,1638313872,2_3
 her,85,1.001666,davinci,davinci:2020-05-03,cmpl-4A6ZE5IVzf7P1zYyca0m9TCXftRpG,1638313872,2_3
 dark,89,4.367883,davinci,davinci:2020-05-03,cmpl-4A6ZE5IVzf7P1zYyca0m9TCXftRpG,1638313872,2_3
 blue,94,1.0575769,davinci,davinci:2020-05-03,cmpl-4A6ZE5IVzf7P1zYyca0m9TCXftRpG,1638313872,2_3
 dress,99,1.7455844,davinci,davinci:2020-05-03,cmpl-4A6ZE5IVzf7P1zYyca0m9TCXftRpG,1638313872,2_3
 and,105,1.4461752,davinci,davinci:2020-05-03,cmpl-4A6ZE5IVzf7P1zYyca0m9TCXftRpG,1638313872,2_3
 white,109,1.5683233,davinci,davinci:2020-05-03,cmpl-4A6ZE5IVzf7P1zYyca0m9TCXftRpG,1638313872,2_3
 r,115,5.3762536,davinci,davinci:2020-05-03,cmpl-4A6ZE5IVzf7P1zYyca0m9TCXftRpG,1638313872,2_3
uff,117,0.085632995,davinci,davinci:2020-05-03,cmpl-4A6ZE5IVzf7P1zYyca0m9TCXftRpG,1638313872,2_3
les,120,0.50595236,davinci,davinci:2020-05-03,cmpl-4A6ZE5IVzf7P1zYyca0m9TCXftRpG,1638313872,2_3
.,123,1.2340102,davinci,davinci:2020-05-03,cmpl-4A6ZE5IVzf7P1zYyca0m9TCXftRpG,1638313872,2_3
By,0,,davinci,davinci:2020-05-03,cmpl-4A6ZEQyoOYzO77O0ktVtHGxlWQoRJ,1638313872,2_4
 and,2,6.790667,davinci,davinci:2020-05-03,cmpl-4A6ZEQyoOYzO77O0ktVtHGxlWQoRJ,1638313872,2_4
 by,6,1.6835161,davinci,davinci:2020-05-03,cmpl-4A6ZEQyoOYzO77O0ktVtHGxlWQoRJ,1638313872,2_4
",",9,1.229202,davinci,davinci:2020-05-03,cmpl-4A6ZEQyoOYzO77O0ktVtHGxlWQoRJ,1638313872,2_4
 the,10,1.951731,davinci,davinci:2020-05-03,cmpl-4A6ZEQyoOYzO77O0ktVtHGxlWQoRJ,1638313872,2_4
 happy,14,8.095976,davinci,davinci:2020-05-03,cmpl-4A6ZEQyoOYzO77O0ktVtHGxlWQoRJ,1638313872,2_4
 water,20,8.767881,davinci,davinci:2020-05-03,cmpl-4A6ZEQyoOYzO77O0ktVtHGxlWQoRJ,1638313872,2_4
 drop,26,9.189542,davinci,davinci:2020-05-03,cmpl-4A6ZEQyoOYzO77O0ktVtHGxlWQoRJ,1638313872,2_4
 tired,31,9.067739,davinci,davinci:2020-05-03,cmpl-4A6ZEQyoOYzO77O0ktVtHGxlWQoRJ,1638313872,2_4
 of,37,0.21218675,davinci,davinci:2020-05-03,cmpl-4A6ZEQyoOYzO77O0ktVtHGxlWQoRJ,1638313872,2_4
 his,40,3.2878044,davinci,davinci:2020-05-03,cmpl-4A6ZEQyoOYzO77O0ktVtHGxlWQoRJ,1638313872,2_4
 play,44,2.0998318,davinci,davinci:2020-05-03,cmpl-4A6ZEQyoOYzO77O0ktVtHGxlWQoRJ,1638313872,2_4
",",49,0.9848608,davinci,davinci:2020-05-03,cmpl-4A6ZEQyoOYzO77O0ktVtHGxlWQoRJ,1638313872,2_4
 and,50,0.17389451,davinci,davinci:2020-05-03,cmpl-4A6ZEQyoOYzO77O0ktVtHGxlWQoRJ,1638313872,2_4
 looking,54,6.335161,davinci,davinci:2020-05-03,cmpl-4A6ZEQyoOYzO77O0ktVtHGxlWQoRJ,1638313872,2_4
 up,62,1.5127863,davinci,davinci:2020-05-03,cmpl-4A6ZEQyoOYzO77O0ktVtHGxlWQoRJ,1638313872,2_4
 to,65,2.8970604,davinci,davinci:2020-05-03,cmpl-4A6ZEQyoOYzO77O0ktVtHGxlWQoRJ,1638313872,2_4
 the,68,0.32976907,davinci,davinci:2020-05-03,cmpl-4A6ZEQyoOYzO77O0ktVtHGxlWQoRJ,1638313872,2_4
 clear,72,4.1056933,davinci,davinci:2020-05-03,cmpl-4A6ZEQyoOYzO77O0ktVtHGxlWQoRJ,1638313872,2_4
 sky,78,0.6943181,davinci,davinci:2020-05-03,cmpl-4A6ZEQyoOYzO77O0ktVtHGxlWQoRJ,1638313872,2_4
 above,82,3.2954938,davinci,davinci:2020-05-03,cmpl-4A6ZEQyoOYzO77O0ktVtHGxlWQoRJ,1638313872,2_4
 him,88,0.8239626,davinci,davinci:2020-05-03,cmpl-4A6ZEQyoOYzO77O0ktVtHGxlWQoRJ,1638313872,2_4
",",92,0.21119379,davinci,davinci:2020-05-03,cmpl-4A6ZEQyoOYzO77O0ktVtHGxlWQoRJ,1638313872,2_4
 thought,93,3.7915084,davinci,davinci:2020-05-03,cmpl-4A6ZEQyoOYzO77O0ktVtHGxlWQoRJ,1638313872,2_4
 he,101,1.4114383,davinci,davinci:2020-05-03,cmpl-4A6ZEQyoOYzO77O0ktVtHGxlWQoRJ,1638313872,2_4
 would,104,0.37879103,davinci,davinci:2020-05-03,cmpl-4A6ZEQyoOYzO77O0ktVtHGxlWQoRJ,1638313872,2_4
 like,110,0.6299455,davinci,davinci:2020-05-03,cmpl-4A6ZEQyoOYzO77O0ktVtHGxlWQoRJ,1638313872,2_4
 to,115,0.150383,davinci,davinci:2020-05-03,cmpl-4A6ZEQyoOYzO77O0ktVtHGxlWQoRJ,1638313872,2_4
 have,118,4.2067685,davinci,davinci:2020-05-03,cmpl-4A6ZEQyoOYzO77O0ktVtHGxlWQoRJ,1638313872,2_4
 a,123,0.5149548,davinci,davinci:2020-05-03,cmpl-4A6ZEQyoOYzO77O0ktVtHGxlWQoRJ,1638313872,2_4
 sail,125,4.0002837,davinci,davinci:2020-05-03,cmpl-4A6ZEQyoOYzO77O0ktVtHGxlWQoRJ,1638313872,2_4
 on,130,2.5585124,davinci,davinci:2020-05-03,cmpl-4A6ZEQyoOYzO77O0ktVtHGxlWQoRJ,1638313872,2_4
 one,133,3.5749087,davinci,davinci:2020-05-03,cmpl-4A6ZEQyoOYzO77O0ktVtHGxlWQoRJ,1638313872,2_4
 of,137,0.005243355,davinci,davinci:2020-05-03,cmpl-4A6ZEQyoOYzO77O0ktVtHGxlWQoRJ,1638313872,2_4
 the,140,0.27785164,davinci,davinci:2020-05-03,cmpl-4A6ZEQyoOYzO77O0ktVtHGxlWQoRJ,1638313872,2_4
 white,144,1.4309624,davinci,davinci:2020-05-03,cmpl-4A6ZEQyoOYzO77O0ktVtHGxlWQoRJ,1638313872,2_4
",",150,3.0125751,davinci,davinci:2020-05-03,cmpl-4A6ZEQyoOYzO77O0ktVtHGxlWQoRJ,1638313872,2_4
 marsh,151,12.685659,davinci,davinci:2020-05-03,cmpl-4A6ZEQyoOYzO77O0ktVtHGxlWQoRJ,1638313872,2_4
mallow,157,1.6406653,davinci,davinci:2020-05-03,cmpl-4A6ZEQyoOYzO77O0ktVtHGxlWQoRJ,1638313872,2_4
-,163,2.7507894,davinci,davinci:2020-05-03,cmpl-4A6ZEQyoOYzO77O0ktVtHGxlWQoRJ,1638313872,2_4
like,164,1.2719865,davinci,davinci:2020-05-03,cmpl-4A6ZEQyoOYzO77O0ktVtHGxlWQoRJ,1638313872,2_4
 clouds,168,0.03706142,davinci,davinci:2020-05-03,cmpl-4A6ZEQyoOYzO77O0ktVtHGxlWQoRJ,1638313872,2_4
",",175,2.1332383,davinci,davinci:2020-05-03,cmpl-4A6ZEQyoOYzO77O0ktVtHGxlWQoRJ,1638313872,2_4
 instead,176,6.958359,davinci,davinci:2020-05-03,cmpl-4A6ZEQyoOYzO77O0ktVtHGxlWQoRJ,1638313872,2_4
 of,184,0.0077779787,davinci,davinci:2020-05-03,cmpl-4A6ZEQyoOYzO77O0ktVtHGxlWQoRJ,1638313872,2_4
 spending,187,6.2208977,davinci,davinci:2020-05-03,cmpl-4A6ZEQyoOYzO77O0ktVtHGxlWQoRJ,1638313872,2_4
 his,196,1.2084397,davinci,davinci:2020-05-03,cmpl-4A6ZEQyoOYzO77O0ktVtHGxlWQoRJ,1638313872,2_4
 whole,200,3.2491007,davinci,davinci:2020-05-03,cmpl-4A6ZEQyoOYzO77O0ktVtHGxlWQoRJ,1638313872,2_4
 life,206,0.49369445,davinci,davinci:2020-05-03,cmpl-4A6ZEQyoOYzO77O0ktVtHGxlWQoRJ,1638313872,2_4
 in,211,0.5510843,davinci,davinci:2020-05-03,cmpl-4A6ZEQyoOYzO77O0ktVtHGxlWQoRJ,1638313872,2_4
 the,214,1.2671587,davinci,davinci:2020-05-03,cmpl-4A6ZEQyoOYzO77O0ktVtHGxlWQoRJ,1638313872,2_4
 ocean,218,6.192177,davinci,davinci:2020-05-03,cmpl-4A6ZEQyoOYzO77O0ktVtHGxlWQoRJ,1638313872,2_4
.,224,0.33576196,davinci,davinci:2020-05-03,cmpl-4A6ZEQyoOYzO77O0ktVtHGxlWQoRJ,1638313872,2_4
Of,0,,davinci,davinci:2020-05-03,cmpl-4A6ZEyDYgUpp1FBMwghr21695Yjjl,1638313872,2_5
 the,2,3.2051086,davinci,davinci:2020-05-03,cmpl-4A6ZEyDYgUpp1FBMwghr21695Yjjl,1638313872,2_5
 sky,6,9.442068,davinci,davinci:2020-05-03,cmpl-4A6ZEyDYgUpp1FBMwghr21695Yjjl,1638313872,2_5
",",10,1.8811066,davinci,davinci:2020-05-03,cmpl-4A6ZEyDYgUpp1FBMwghr21695Yjjl,1638313872,2_5
 little,11,9.006777,davinci,davinci:2020-05-03,cmpl-4A6ZEyDYgUpp1FBMwghr21695Yjjl,1638313872,2_5
 Aqua,18,12.960891,davinci,davinci:2020-05-03,cmpl-4A6ZEyDYgUpp1FBMwghr21695Yjjl,1638313872,2_5
 had,23,4.131594,davinci,davinci:2020-05-03,cmpl-4A6ZEyDYgUpp1FBMwghr21695Yjjl,1638313872,2_5
 always,27,3.3083382,davinci,davinci:2020-05-03,cmpl-4A6ZEyDYgUpp1FBMwghr21695Yjjl,1638313872,2_5
 been,34,0.757357,davinci,davinci:2020-05-03,cmpl-4A6ZEyDYgUpp1FBMwghr21695Yjjl,1638313872,2_5
 afraid,39,2.8668885,davinci,davinci:2020-05-03,cmpl-4A6ZEyDYgUpp1FBMwghr21695Yjjl,1638313872,2_5
",",46,2.4545655,davinci,davinci:2020-05-03,cmpl-4A6ZEyDYgUpp1FBMwghr21695Yjjl,1638313872,2_5
 but,47,1.854244,davinci,davinci:2020-05-03,cmpl-4A6ZEyDYgUpp1FBMwghr21695Yjjl,1638313872,2_5
 he,51,4.663206,davinci,davinci:2020-05-03,cmpl-4A6ZEyDYgUpp1FBMwghr21695Yjjl,1638313872,2_5
 decided,54,5.843702,davinci,davinci:2020-05-03,cmpl-4A6ZEyDYgUpp1FBMwghr21695Yjjl,1638313872,2_5
 to,62,0.63107157,davinci,davinci:2020-05-03,cmpl-4A6ZEyDYgUpp1FBMwghr21695Yjjl,1638313872,2_5
 finally,65,6.224958,davinci,davinci:2020-05-03,cmpl-4A6ZEyDYgUpp1FBMwghr21695Yjjl,1638313872,2_5
 face,73,2.0212405,davinci,davinci:2020-05-03,cmpl-4A6ZEyDYgUpp1FBMwghr21695Yjjl,1638313872,2_5
 his,78,0.45937875,davinci,davinci:2020-05-03,cmpl-4A6ZEyDYgUpp1FBMwghr21695Yjjl,1638313872,2_5
 demons,82,6.7244678,davinci,davinci:2020-05-03,cmpl-4A6ZEyDYgUpp1FBMwghr21695Yjjl,1638313872,2_5
 and,89,1.4883331,davinci,davinci:2020-05-03,cmpl-4A6ZEyDYgUpp1FBMwghr21695Yjjl,1638313872,2_5
 suggested,93,9.396162,davinci,davinci:2020-05-03,cmpl-4A6ZEyDYgUpp1FBMwghr21695Yjjl,1638313872,2_5
 a,103,2.7932127,davinci,davinci:2020-05-03,cmpl-4A6ZEyDYgUpp1FBMwghr21695Yjjl,1638313872,2_5
 solution,105,6.1967525,davinci,davinci:2020-05-03,cmpl-4A6ZEyDYgUpp1FBMwghr21695Yjjl,1638313872,2_5
 involving,114,7.067757,davinci,davinci:2020-05-03,cmpl-4A6ZEyDYgUpp1FBMwghr21695Yjjl,1638313872,2_5
 the,124,2.136751,davinci,davinci:2020-05-03,cmpl-4A6ZEyDYgUpp1FBMwghr21695Yjjl,1638313872,2_5
 sun,128,5.3343964,davinci,davinci:2020-05-03,cmpl-4A6ZEyDYgUpp1FBMwghr21695Yjjl,1638313872,2_5
 carrying,132,11.983146,davinci,davinci:2020-05-03,cmpl-4A6ZEyDYgUpp1FBMwghr21695Yjjl,1638313872,2_5
 him,141,2.200522,davinci,davinci:2020-05-03,cmpl-4A6ZEyDYgUpp1FBMwghr21695Yjjl,1638313872,2_5
 up,145,1.9762603,davinci,davinci:2020-05-03,cmpl-4A6ZEyDYgUpp1FBMwghr21695Yjjl,1638313872,2_5
 to,148,1.3809329,davinci,davinci:2020-05-03,cmpl-4A6ZEyDYgUpp1FBMwghr21695Yjjl,1638313872,2_5
 the,151,0.32767254,davinci,davinci:2020-05-03,cmpl-4A6ZEyDYgUpp1FBMwghr21695Yjjl,1638313872,2_5
 sky,155,0.6515488,davinci,davinci:2020-05-03,cmpl-4A6ZEyDYgUpp1FBMwghr21695Yjjl,1638313872,2_5
 would,159,9.444261,davinci,davinci:2020-05-03,cmpl-4A6ZEyDYgUpp1FBMwghr21695Yjjl,1638313872,2_5
 be,165,1.0531346,davinci,davinci:2020-05-03,cmpl-4A6ZEyDYgUpp1FBMwghr21695Yjjl,1638313872,2_5
 ideal,168,4.3028765,davinci,davinci:2020-05-03,cmpl-4A6ZEyDYgUpp1FBMwghr21695Yjjl,1638313872,2_5
.,174,0.30265135,davinci,davinci:2020-05-03,cmpl-4A6ZEyDYgUpp1FBMwghr21695Yjjl,1638313872,2_5
The,0,,davinci,davinci:2020-05-03,cmpl-4A6ZEGLPqCXWGv7jnTA7zkXzYe1MP,1638313872,2_6
 sun,3,7.864403,davinci,davinci:2020-05-03,cmpl-4A6ZEGLPqCXWGv7jnTA7zkXzYe1MP,1638313872,2_6
 understood,7,13.927881,davinci,davinci:2020-05-03,cmpl-4A6ZEGLPqCXWGv7jnTA7zkXzYe1MP,1638313872,2_6
 Aqua,18,15.200024,davinci,davinci:2020-05-03,cmpl-4A6ZEGLPqCXWGv7jnTA7zkXzYe1MP,1638313872,2_6
's,23,1.1690297,davinci,davinci:2020-05-03,cmpl-4A6ZEGLPqCXWGv7jnTA7zkXzYe1MP,1638313872,2_6
 request,25,4.281605,davinci,davinci:2020-05-03,cmpl-4A6ZEGLPqCXWGv7jnTA7zkXzYe1MP,1638313872,2_6
 came,33,12.338852,davinci,davinci:2020-05-03,cmpl-4A6ZEGLPqCXWGv7jnTA7zkXzYe1MP,1638313872,2_6
 from,38,0.31490234,davinci,davinci:2020-05-03,cmpl-4A6ZEGLPqCXWGv7jnTA7zkXzYe1MP,1638313872,2_6
 his,43,4.5636506,davinci,davinci:2020-05-03,cmpl-4A6ZEGLPqCXWGv7jnTA7zkXzYe1MP,1638313872,2_6
 heart,47,1.2200416,davinci,davinci:2020-05-03,cmpl-4A6ZEGLPqCXWGv7jnTA7zkXzYe1MP,1638313872,2_6
",",53,1.029524,davinci,davinci:2020-05-03,cmpl-4A6ZEGLPqCXWGv7jnTA7zkXzYe1MP,1638313872,2_6
 so,54,1.3342788,davinci,davinci:2020-05-03,cmpl-4A6ZEGLPqCXWGv7jnTA7zkXzYe1MP,1638313872,2_6
 he,57,0.39827442,davinci,davinci:2020-05-03,cmpl-4A6ZEGLPqCXWGv7jnTA7zkXzYe1MP,1638313872,2_6
 acquies,60,6.26525,davinci,davinci:2020-05-03,cmpl-4A6ZEGLPqCXWGv7jnTA7zkXzYe1MP,1638313872,2_6
ced,68,0.02122625,davinci,davinci:2020-05-03,cmpl-4A6ZEGLPqCXWGv7jnTA7zkXzYe1MP,1638313872,2_6
 and,71,2.2416475,davinci,davinci:2020-05-03,cmpl-4A6ZEGLPqCXWGv7jnTA7zkXzYe1MP,1638313872,2_6
 also,75,7.804405,davinci,davinci:2020-05-03,cmpl-4A6ZEGLPqCXWGv7jnTA7zkXzYe1MP,1638313872,2_6
 took,80,4.287699,davinci,davinci:2020-05-03,cmpl-4A6ZEGLPqCXWGv7jnTA7zkXzYe1MP,1638313872,2_6
 ever,85,14.277696,davinci,davinci:2020-05-03,cmpl-4A6ZEGLPqCXWGv7jnTA7zkXzYe1MP,1638313872,2_6
 so,90,1.170694,davinci,davinci:2020-05-03,cmpl-4A6ZEGLPqCXWGv7jnTA7zkXzYe1MP,1638313872,2_6
 many,93,5.926197,davinci,davinci:2020-05-03,cmpl-4A6ZEGLPqCXWGv7jnTA7zkXzYe1MP,1638313872,2_6
 other,98,2.7907584,davinci,davinci:2020-05-03,cmpl-4A6ZEGLPqCXWGv7jnTA7zkXzYe1MP,1638313872,2_6
 drops,104,6.714707,davinci,davinci:2020-05-03,cmpl-4A6ZEGLPqCXWGv7jnTA7zkXzYe1MP,1638313872,2_6
",",110,4.26712,davinci,davinci:2020-05-03,cmpl-4A6ZEGLPqCXWGv7jnTA7zkXzYe1MP,1638313872,2_6
 so,111,3.6075351,davinci,davinci:2020-05-03,cmpl-4A6ZEGLPqCXWGv7jnTA7zkXzYe1MP,1638313872,2_6
 that,114,0.74851453,davinci,davinci:2020-05-03,cmpl-4A6ZEGLPqCXWGv7jnTA7zkXzYe1MP,1638313872,2_6
 Aqua,119,2.6845906,davinci,davinci:2020-05-03,cmpl-4A6ZEGLPqCXWGv7jnTA7zkXzYe1MP,1638313872,2_6
